la_code,la_name,date_code,measurement,units,age,gender,urban_rural_classification,simd_quintiles,type_of_tenure,household_type,ethnicity,A 5 minute walk or less,Within a 6-10 minute walk,An 11 minute walk or more,Don't Know
S12000029,South Lanarkshire,2018,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,64,21,15,1
S12000023,Orkney Islands,2018,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,79,14,6,NA
S12000030,Stirling,2018,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,75,21,5,NA
S12000028,South Ayrshire,2018,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,68,22,8,1
S12000006,Dumfries and Galloway,2018,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,80,11,8,1
S12000027,Shetland Islands,2014,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,70,12,18,NA
S12000038,Renfrewshire,2014,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,70,15,12,3
S12000010,East Lothian,2018,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,82,11,7,NA
S12000005,Clackmannanshire,2018,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,63,17,19,1
S12000006,Dumfries and Galloway,2014,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,89,9,2,NA
S12000014,Falkirk,2015,Percent,Percent Of Adults,All,All,All,All,All,With Children,All,66,20,14,NA
S12000041,Angus,2018,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,68,24,8,1
S12000048,Perth and Kinross,2018,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,79,14,6,NA
S12000047,Fife,2018,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,70,25,5,NA
S12000040,West Lothian,2018,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,57,18,23,2
S12000039,West Dunbartonshire,2018,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,47,32,16,6
S12000023,Orkney Islands,2013,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,75,16,8,NA
S12000042,Dundee City,2014,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,53,26,19,2
S12000038,Renfrewshire,2017,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,64,24,10,1
S12000017,Highland,2018,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,62,30,5,2
S12000018,Inverclyde,2018,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,58,27,12,3
S12000011,East Renfrewshire,2018,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,54,31,14,1
S12000034,Aberdeenshire,2017,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,63,20,16,NA
S12000021,North Ayrshire,2018,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,56,31,12,1
S12000028,South Ayrshire,2017,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,75,20,5,NA
S12000048,Perth and Kinross,2014,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,69,19,12,1
S12000014,Falkirk,2015,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,55,29,16,1
S12000023,Orkney Islands,2017,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,69,8,23,NA
S12000005,Clackmannanshire,2017,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,77,13,9,1
S12000005,Clackmannanshire,2013,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,69,21,9,1
S12000023,Orkney Islands,2016,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,71,24,4,1
S12000010,East Lothian,2019,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,83,11,7,NA
S12000017,Highland,2017,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,75,17,7,1
S12000005,Clackmannanshire,2016,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,65,27,8,1
S12000006,Dumfries and Galloway,2015,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,82,10,7,1
S12000038,Renfrewshire,2016,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,70,18,10,3
S12000006,Dumfries and Galloway,2016,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,70,23,6,1
S12000014,Falkirk,2016,Percent,Percent Of Adults,All,Female,All,All,All,All,All,55,34,11,NA
S12000041,Angus,2015,Percent,Percent Of Adults,All,All,All,All,All,With Children,All,77,18,5,NA
S12000005,Clackmannanshire,2015,Percent,Percent Of Adults,All,All,All,All,All,Pensioners,All,59,27,14,NA
S12000023,Orkney Islands,2019,Percent,Percent Of Adults,All,All,All,All,All,With Children,All,44,26,30,NA
S12000019,Midlothian,2019,Percent,Percent Of Adults,All,All,All,All,All,Adults,All,79,13,9,NA
S12000006,Dumfries and Galloway,2014,Percent,Percent Of Adults,All,All,All,All,All,With Children,All,96,3,1,NA
S12000019,Midlothian,2019,Percent,Percent Of Adults,All,All,All,All,All,Pensioners,All,68,23,9,NA
S12000006,Dumfries and Galloway,2014,Percent,Percent Of Adults,All,All,All,All,All,All,All,91,7,3,NA
S12000006,Dumfries and Galloway,2014,Percent,Percent Of Adults,All,Male,All,All,All,All,All,93,6,1,NA
S12000021,North Ayrshire,2019,Percent,Percent Of Adults,All,All,All,All,All,With Children,All,61,31,7,NA
S12000036,City of Edinburgh,2019,Percent,Percent Of Adults,All,All,All,All,All,With Children,All,72,18,10,NA
S12000019,Midlothian,2019,Percent,Percent Of Adults,All,All,All,All,All,With Children,All,85,8,7,NA
S12000036,City of Edinburgh,2019,Percent,Percent Of Adults,All,All,All,All,All,Adults,All,69,23,8,NA
S12000017,Highland,2016,Percent,Percent Of Adults,All,All,All,All,All,With Children,All,77,9,14,NA
S12000041,Angus,2016,Percent,Percent Of Adults,All,All,All,All,All,Adults,All,70,22,8,NA
S12000041,Angus,2016,Percent,Percent Of Adults,All,Male,All,All,All,All,All,63,27,10,NA
S12000014,Falkirk,2016,Percent,Percent Of Adults,All,All,All,All,All,Pensioners,All,66,23,11,NA
S12000033,Aberdeen City,2019,Percent,Percent Of Adults,All,All,All,All,All,With Children,All,53,25,23,NA
S12000006,Dumfries and Galloway,2014,Percent,Percent Of Adults,All,All,All,All,All,Adults,All,89,7,4,NA
S12000034,Aberdeenshire,2019,Percent,Percent Of Adults,All,All,All,All,All,With Children,All,61,16,24,NA
S12000006,Dumfries and Galloway,2014,Percent,Percent Of Adults,All,Female,All,All,All,All,All,89,8,4,NA
S12000014,Falkirk,2017,Percent,Percent Of Adults,All,All,All,All,All,Adults,All,56,14,30,NA
S12000006,Dumfries and Galloway,2014,Percent,Percent Of Adults,All,All,All,All,All,Pensioners,All,88,11,2,NA
S12000020,Moray,2019,Percent,Percent Of Adults,All,All,All,All,All,Adults,All,79,15,6,NA
S12000020,Moray,2019,Percent,Percent Of Adults,All,All,All,All,All,Pensioners,All,66,15,19,NA
S12000023,Orkney Islands,2019,Percent,Percent Of Adults,All,All,All,All,All,Adults,All,61,12,27,NA
S12000008,East Ayrshire,2014,Percent,Percent Of Adults,All,All,All,All,All,With Children,All,75,18,7,NA
S12000006,Dumfries and Galloway,2013,Percent,Percent Of Adults,All,All,All,All,All,Adults,All,91,7,2,NA
S12000008,East Ayrshire,2014,Percent,Percent Of Adults,All,Male,All,All,All,All,All,79,15,6,NA
S12000008,East Ayrshire,2013,Percent,Percent Of Adults,All,Male,All,All,All,All,All,68,20,11,NA
S12000040,West Lothian,2015,Percent,Percent Of Adults,All,All,All,All,All,Adults,All,67,21,12,NA
S12000008,East Ayrshire,2013,Percent,Percent Of Adults,All,All,All,All,All,Adults,All,74,13,12,NA
S12000017,Highland,2015,Percent,Percent Of Adults,All,All,All,All,All,With Children,All,90,5,5,NA
S12000039,West Dunbartonshire,2013,Percent,Percent Of Adults,All,All,All,All,All,With Children,All,52,26,22,NA
S12000036,City of Edinburgh,2017,Percent,Percent Of Adults,All,All,All,All,All,With Children,All,72,18,9,NA
S12000035,Argyll and Bute,2016,Percent,Percent Of Adults,All,All,All,All,All,With Children,All,55,19,26,NA
S12000014,Falkirk,2014,Percent,Percent Of Adults,All,All,All,All,All,With Children,All,59,31,10,NA
S12000040,West Lothian,2017,Percent,Percent Of Adults,All,All,All,All,All,With Children,All,62,25,13,NA
S12000028,South Ayrshire,2015,Percent,Percent Of Adults,All,All,Rural,All,All,All,All,87,6,6,NA
S12000048,Perth and Kinross,2013,Percent,Percent Of Adults,All,All,Rural,All,All,All,All,80,10,8,2
S12000047,Fife,2017,Percent,Percent Of Adults,All,All,Rural,All,All,All,All,83,16,1,NA
S12000023,Orkney Islands,2016,Percent,Percent Of Adults,All,All,Rural,All,All,All,All,75,5,17,3
S12000026,Scottish Borders,2015,Percent,Percent Of Adults,All,All,Rural,All,All,All,All,92,4,2,2
S12000048,Perth and Kinross,2017,Percent,Percent Of Adults,All,All,Rural,All,All,All,All,70,12,18,NA
S12000030,Stirling,2013,Percent,Percent Of Adults,All,All,Rural,All,All,All,All,78,19,2,NA
S12000047,Fife,2018,Percent,Percent Of Adults,All,All,Rural,All,All,All,All,93,7,0,NA
S12000026,Scottish Borders,2014,Percent,Percent Of Adults,All,All,Rural,All,All,All,All,91,6,1,2
S12000035,Argyll and Bute,2018,Percent,Percent Of Adults,All,All,Rural,All,All,All,All,87,7,4,2
S12000026,Scottish Borders,2013,Percent,Percent Of Adults,All,All,Rural,All,All,All,All,87,8,4,1
S12000008,East Ayrshire,2017,Percent,Percent Of Adults,All,All,Rural,All,All,All,All,74,9,14,3
S12000047,Fife,2015,Percent,Percent Of Adults,All,All,Rural,All,All,All,All,82,15,3,NA
S12000020,Moray,2015,Percent,Percent Of Adults,All,All,Rural,All,All,All,All,83,9,8,1
S12000034,Aberdeenshire,2018,Percent,Percent Of Adults,All,All,Rural,All,All,All,All,76,8,17,NA
S12000008,East Ayrshire,2016,Percent,Percent Of Adults,All,All,Rural,All,All,All,All,67,21,12,NA
S12000023,Orkney Islands,2017,Percent,Percent Of Adults,All,All,Rural,All,All,All,All,69,9,20,2
S12000047,Fife,2013,Percent,Percent Of Adults,All,All,Rural,All,All,All,All,83,12,2,3
S12000013,Na h-Eileanan Siar,2016,Percent,Percent Of Adults,All,All,Rural,All,All,All,All,78,10,11,1
S12000013,Na h-Eileanan Siar,2017,Percent,Percent Of Adults,All,All,Rural,All,All,All,All,65,20,15,NA
S12000030,Stirling,2017,Percent,Percent Of Adults,All,All,Rural,All,All,All,All,76,7,14,2
S12000035,Argyll and Bute,2019,Percent,Percent Of Adults,All,All,Rural,All,All,All,All,70,8,14,8
S12000028,South Ayrshire,2019,Percent,Percent Of Adults,All,All,Rural,All,All,All,All,79,11,7,2
S12000008,East Ayrshire,2019,Percent,Percent Of Adults,All,All,Rural,All,All,All,All,71,22,6,1
S12000048,Perth and Kinross,2019,Percent,Percent Of Adults,All,All,Rural,All,All,All,All,64,9,25,2
S12000026,Scottish Borders,2019,Percent,Percent Of Adults,All,All,Rural,All,All,All,All,84,11,4,1
S12000010,East Lothian,2017,Percent,Percent Of Adults,All,All,Rural,All,All,All,All,84,5,11,NA
S12000041,Angus,2018,Percent,Percent Of Adults,All,All,Rural,All,All,All,All,54,6,38,2
S12000034,Aberdeenshire,2016,Percent,Percent Of Adults,All,All,Rural,All,All,All,All,68,8,23,1
S12000048,Perth and Kinross,2014,Percent,Percent Of Adults,All,All,Rural,All,All,All,All,80,6,15,NA
S12000028,South Ayrshire,2016,Percent,Percent Of Adults,All,All,Rural,All,All,All,All,85,8,7,NA
S12000047,Fife,2016,Percent,Percent Of Adults,All,All,Rural,All,All,All,All,88,11,1,1
S12000048,Perth and Kinross,2018,Percent,Percent Of Adults,All,All,Rural,All,All,All,All,74,9,17,NA
S12000028,South Ayrshire,2017,Percent,Percent Of Adults,All,All,Rural,All,All,All,All,79,12,9,NA
S12000026,Scottish Borders,2017,Percent,Percent Of Adults,All,All,Rural,All,All,All,All,81,11,7,0
S12000013,Na h-Eileanan Siar,2014,Percent,Percent Of Adults,All,All,Rural,All,All,All,All,83,10,6,0
S12000023,Orkney Islands,2013,Percent,Percent Of Adults,All,All,Rural,All,All,All,All,97,3,NA,0
S12000034,Aberdeenshire,2013,Percent,Percent Of Adults,All,All,Rural,All,All,All,All,61,7,30,2
S12000035,Argyll and Bute,2017,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,45,29,12,14
S12000041,Angus,2015,Percent,Percent Of Adults,All,All,Rural,All,All,All,All,80,14,6,NA
S12000010,East Lothian,2013,Percent,Percent Of Adults,All,All,Rural,All,All,All,All,94,2,5,NA
S12000026,Scottish Borders,2016,Percent,Percent Of Adults,All,All,Rural,All,All,All,All,83,11,6,1
S12000008,East Ayrshire,2015,Percent,Percent Of Adults,All,All,Rural,All,All,All,All,86,8,7,NA
S12000017,Highland,2015,Percent,Percent Of Adults,All,All,Rural,All,All,All,All,89,5,6,0
S12000020,Moray,2013,Percent,Percent Of Adults,All,All,Rural,All,All,All,All,78,17,5,0
S12000047,Fife,2014,Percent,Percent Of Adults,All,All,Rural,All,All,All,All,88,10,2,NA
S12000027,Shetland Islands,2014,Percent,Percent Of Adults,All,All,Rural,All,All,All,All,77,5,17,1
S12000027,Shetland Islands,2015,Percent,Percent Of Adults,All,All,Rural,All,All,All,All,74,11,15,NA
S12000010,East Lothian,2014,Percent,Percent Of Adults,All,All,Rural,All,All,All,All,86,7,7,NA
S12000027,Shetland Islands,2013,Percent,Percent Of Adults,All,All,Rural,All,All,All,All,80,8,12,NA
S12000008,East Ayrshire,2014,Percent,Percent Of Adults,All,All,Rural,All,All,All,All,85,11,4,NA
S12000017,Highland,2014,Percent,Percent Of Adults,All,All,Rural,All,All,All,All,66,13,16,6
S12000027,Shetland Islands,2016,Percent,Percent Of Adults,All,All,Rural,All,All,All,All,86,6,8,0
S12000027,Shetland Islands,2017,Percent,Percent Of Adults,All,All,Rural,All,All,All,All,83,8,9,0
S12000013,Na h-Eileanan Siar,2015,Percent,Percent Of Adults,All,All,Rural,All,All,All,All,73,10,16,1
S12000035,Argyll and Bute,2013,Percent,Percent Of Adults,All,All,Rural,All,All,All,All,85,10,4,1
S12000035,Argyll and Bute,2015,Percent,Percent Of Adults,All,All,Rural,All,All,All,All,73,21,3,3
S12000034,Aberdeenshire,2019,Percent,Percent Of Adults,All,All,Rural,All,All,All,All,60,8,30,2
S12000010,East Lothian,2015,Percent,Percent Of Adults,All,All,Rural,All,All,All,All,83,8,7,2
S12000030,Stirling,2019,Percent,Percent Of Adults,All,All,Rural,All,All,All,All,87,8,3,2
S12000006,Dumfries and Galloway,2013,Percent,Percent Of Adults,All,All,Rural,All,All,All,All,94,3,3,NA
S12000006,Dumfries and Galloway,2015,Percent,Percent Of Adults,All,All,Rural,All,All,All,All,90,5,5,NA
S12000035,Argyll and Bute,2017,Percent,Percent Of Adults,All,All,Rural,All,All,All,All,78,13,4,5
S12000008,East Ayrshire,2018,Percent,Percent Of Adults,All,All,Rural,All,All,All,All,72,17,11,NA
S12000020,Moray,2019,Percent,Percent Of Adults,All,All,Rural,All,All,All,All,72,10,16,2
S12000041,Angus,2013,Percent,Percent Of Adults,All,All,Rural,All,All,All,All,93,4,3,NA
S12000017,Highland,2013,Percent,Percent Of Adults,All,All,Rural,All,All,All,All,49,12,27,12
S12000041,Angus,2014,Percent,Percent Of Adults,All,All,Rural,All,All,All,All,79,8,13,NA
S12000035,Argyll and Bute,2016,Percent,Percent Of Adults,All,All,Rural,All,All,All,All,78,8,11,2
S12000010,East Lothian,2016,Percent,Percent Of Adults,All,All,Rural,All,All,All,All,94,4,3,NA
S12000027,Shetland Islands,2019,Percent,Percent Of Adults,All,All,Rural,All,All,All,All,85,7,6,2
S12000023,Orkney Islands,2019,Percent,Percent Of Adults,All,All,Rural,All,All,All,All,35,15,49,NA
S12000006,Dumfries and Galloway,2018,Percent,Percent Of Adults,All,All,Rural,All,All,All,All,89,6,5,NA
S12000017,Highland,2016,Percent,Percent Of Adults,All,All,Rural,All,All,All,All,75,11,11,3
S12000013,Na h-Eileanan Siar,2013,Percent,Percent Of Adults,All,All,Rural,All,All,All,All,79,7,14,1
S12000017,Highland,2017,Percent,Percent Of Adults,All,All,Rural,All,All,All,All,82,6,12,NA
S12000041,Angus,2019,Percent,Percent Of Adults,All,All,Rural,All,All,All,All,57,10,30,3
S12000029,South Lanarkshire,2019,Percent,Percent Of Adults,All,All,Rural,All,All,All,All,74,9,15,2
S12000013,Na h-Eileanan Siar,2019,Percent,Percent Of Adults,All,All,Rural,All,All,All,All,96,3,1,NA
S12000035,Argyll and Bute,2014,Percent,Percent Of Adults,All,All,Rural,All,All,All,All,80,14,4,2
S12000006,Dumfries and Galloway,2019,Percent,Percent Of Adults,All,All,Rural,All,All,All,All,90,3,7,NA
S12000017,Highland,2019,Percent,Percent Of Adults,All,All,Rural,All,All,All,All,75,9,15,1
S12000010,East Lothian,2019,Percent,Percent Of Adults,All,All,Rural,All,All,All,All,88,6,5,NA
S12000047,Fife,2019,Percent,Percent Of Adults,All,All,Rural,All,All,All,All,79,17,4,NA
S12000041,Angus,2016,Percent,Percent Of Adults,All,All,Rural,All,All,All,All,51,20,29,1
S12000030,Stirling,2018,Percent,Percent Of Adults,All,All,Rural,All,All,All,All,76,16,6,2
S12000026,Scottish Borders,2018,Percent,Percent Of Adults,All,All,Rural,All,All,All,All,90,8,2,NA
S12000006,Dumfries and Galloway,2014,Percent,Percent Of Adults,All,All,Rural,All,All,All,All,93,5,3,NA
S12000006,Dumfries and Galloway,2016,Percent,Percent Of Adults,All,All,Rural,All,All,All,All,66,9,24,1
S12000048,Perth and Kinross,2015,Percent,Percent Of Adults,All,All,Rural,All,All,All,All,67,11,21,NA
S12000008,East Ayrshire,2013,Percent,Percent Of Adults,All,All,Rural,All,All,All,All,73,27,NA,NA
S12000048,Perth and Kinross,2016,Percent,Percent Of Adults,All,All,Rural,All,All,All,All,79,3,16,1
S12000030,Stirling,2015,Percent,Percent Of Adults,All,All,Rural,All,All,All,All,83,14,3,NA
S12000023,Orkney Islands,2014,Percent,Percent Of Adults,All,All,Rural,All,All,All,All,94,4,2,NA
S12000020,Moray,2016,Percent,Percent Of Adults,All,All,Rural,All,All,All,All,64,15,21,NA
S12000034,Aberdeenshire,2014,Percent,Percent Of Adults,All,All,Rural,All,All,All,All,73,8,17,2
S12000034,Aberdeenshire,2015,Percent,Percent Of Adults,All,All,Rural,All,All,All,All,74,9,17,NA
S12000034,Aberdeenshire,2017,Percent,Percent Of Adults,All,All,Rural,All,All,All,All,68,11,22,NA
S12000020,Moray,2014,Percent,Percent Of Adults,All,All,Rural,All,All,All,All,66,14,20,NA
S12000017,Highland,2018,Percent,Percent Of Adults,All,All,Rural,All,All,All,All,86,7,7,0
S12000020,Moray,2017,Percent,Percent Of Adults,All,All,Rural,All,All,All,All,79,9,12,NA
S12000030,Stirling,2016,Percent,Percent Of Adults,All,All,Rural,All,All,All,All,81,14,2,3
S12000020,Moray,2018,Percent,Percent Of Adults,All,All,Rural,All,All,All,All,65,11,23,0
S12000027,Shetland Islands,2018,Percent,Percent Of Adults,All,All,Rural,All,All,All,All,93,2,4,1
S12000023,Orkney Islands,2018,Percent,Percent Of Adults,All,All,Rural,All,All,All,All,54,10,36,NA
S12000023,Orkney Islands,2015,Percent,Percent Of Adults,All,All,Rural,All,All,All,All,61,10,29,NA
S12000030,Stirling,2014,Percent,Percent Of Adults,All,All,Rural,All,All,All,All,83,13,4,NA
S12000027,Shetland Islands,2013,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,86,5,9,NA
S12000039,West Dunbartonshire,2014,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,52,27,18,3
S12000039,West Dunbartonshire,2019,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,55,25,17,3
S12000038,Renfrewshire,2019,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,48,35,15,2
S12000050,North Lanarkshire,2019,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,61,21,15,2
S12000020,Moray,2019,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,78,12,10,NA
S12000049,Glasgow City,2019,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,55,26,16,4
S12000023,Orkney Islands,2019,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,77,17,4,1
S12000041,Angus,2019,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,69,21,7,2
S12000045,East Dunbartonshire,2015,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,76,17,7,0
S12000028,South Ayrshire,2013,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,65,25,10,NA
S12000029,South Lanarkshire,2019,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,62,19,17,1
S12000036,City of Edinburgh,2019,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,69,21,9,0
S12000048,Perth and Kinross,2019,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,68,19,13,NA
S12000021,North Ayrshire,2019,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,63,26,10,1
S12000028,South Ayrshire,2019,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,75,17,8,0
S12000040,West Lothian,2017,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,52,24,23,1
S12000045,East Dunbartonshire,2019,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,63,17,16,3
S12000042,Dundee City,2019,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,48,33,15,4
S12000010,East Lothian,2013,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,83,11,6,NA
S12000026,Scottish Borders,2019,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,74,20,5,0
S12000023,Orkney Islands,2015,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,41,41,17,0
S12000021,North Ayrshire,2017,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,64,22,13,NA
S12000047,Fife,2019,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,77,17,6,NA
S12000027,Shetland Islands,2019,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,74,13,13,NA
S12000020,Moray,2014,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,67,17,15,0
