FeatureCode,DateCode,Measurement,Units,Value,Scottish Health Survey Indicator,Sex
S08000017,2015-2018,95% Lower Confidence Limit,Percent Of Adults,8.5,E-cigarette use: Ever previously used,All
S08000017,2015-2018,95% Lower Confidence Limit,Percent Of Adults,20.9,General health questionnaire (GHQ-12): Score 1-3,All
S08000017,2016-2019,Percent,Percent Of Adults,69,Self-assessed general health: Very good/Good,All
S08000017,2015-2018,Percent,Percent Of Adults,13,E-cigarette use: Ever previously used,All
S08000017,2015-2018,Percent,Percent Of Adults,23,Summary activity levels: Very low activity,All
S08000017,2016-2019,95% Upper Confidence Limit,Percent Of Adults,4.5,Summary activity levels: Low activity,All
S08000017,2016-2019,Percent,Percent Of Adults,55,Smoking status: Never smoked/Used to smoke occasionally,All
S08000017,2016-2019,95% Lower Confidence Limit,Percent Of Adults,49.9,Smoking status: Never smoked/Used to smoke occasionally,All
S08000017,2015-2018,Percent,Percent Of Adults,25,Smoking status: Used to smoke regularly,All
S08000017,2016-2019,95% Upper Confidence Limit,Percent Of Adults,59.6,Long-term illness: No long-term illness,All
S08000017,2015-2018,95% Upper Confidence Limit,Percent Of Adults,11.4,Fruit & vegetable consumption: None,All
S08000017,2016-2019,95% Upper Confidence Limit,Units of alcohol,11,Alcohol consumption (mean weekly units),All
S08000017,2015-2018,95% Lower Confidence Limit,Percent Of Adults,59.2,Alcohol consumption: Moderate drinker,All
S08000017,2015-2018,Percent,Percent Of Adults,9,Fruit & vegetable consumption: None,All
S08000017,2016-2019,Percent,Percent Of Adults,13,E-cigarette use: Ever previously used,All
S08000017,2015-2018,95% Lower Confidence Limit,Percent Of Adults,23.1,Overweight: Not overweight or obese,All
S08000017,2016-2019,95% Lower Confidence Limit,Percent Of Adults,9.5,E-cigarette use: Ever previously used,All
S08000017,2015-2018,Percent,Percent Of Adults,64,Alcohol consumption: Moderate drinker,All
S08000017,2016-2019,95% Lower Confidence Limit,Units of alcohol,8.1,Alcohol consumption (mean weekly units),All
S08000017,2015-2018,95% Lower Confidence Limit,Percent Of Adults,21,Smoking status: Used to smoke regularly,All
S08000017,2015-2018,95% Upper Confidence Limit,Percent Of Adults,33.8,Overweight: Not overweight or obese,All
S08000017,2015-2018,95% Upper Confidence Limit,Percent Of Adults,69.1,Alcohol consumption: Moderate drinker,All
S08000017,2016-2019,95% Upper Confidence Limit,Percent Of Adults,60.4,Smoking status: Never smoked/Used to smoke occasionally,All
S08000017,2016-2019,95% Upper Confidence Limit,Percent Of Adults,16.6,E-cigarette use: Ever previously used,All
S08000017,2015-2018,95% Upper Confidence Limit,Percent Of Adults,30.5,General health questionnaire (GHQ-12): Score 1-3,All
S08000017,2015-2018,95% Upper Confidence Limit,Percent Of Adults,12.3,Summary activity levels: Some activity,All
S08000019,2016-2019,95% Lower Confidence Limit,Percent Of Adults,52.1,Alcohol consumption: Moderate drinker,All
S08000017,2016-2019,95% Lower Confidence Limit,Percent Of Adults,61.3,Obesity: Not obese,All
S08000017,2016-2019,95% Upper Confidence Limit,Percent Of Adults,72.5,Obesity: Not obese,All
S08000019,2015-2018,95% Lower Confidence Limit,Percent Of Adults,9.7,Fruit & vegetable consumption: None,All
S08000019,2015-2018,95% Upper Confidence Limit,Percent Of Adults,15.1,Fruit & vegetable consumption: None,All
S08000019,2015-2018,95% Upper Confidence Limit,Percent Of Adults,14.5,Summary activity levels: Some activity,All
S08000017,2016-2019,Percent,Percent Of Adults,67,Obesity: Not obese,All
S08000019,2016-2019,95% Upper Confidence Limit,Percent Of Adults,40.6,Life satisfaction: Above the mode (9 to 10-Extremely satisfied),All
S08000019,2016-2019,95% Lower Confidence Limit,Units of alcohol,12.8,Alcohol consumption (mean weekly units),All
S08000019,2016-2019,95% Upper Confidence Limit,Units of alcohol,17.1,Alcohol consumption (mean weekly units),All
S08000017,2016-2019,95% Lower Confidence Limit,Percent Of Adults,13.5,Doctor-diagnosed asthma: Yes,All
S08000017,2016-2019,95% Upper Confidence Limit,Percent Of Adults,46.4,Life satisfaction: Above the mode (9 to 10-Extremely satisfied),All
S08000019,2015-2018,95% Upper Confidence Limit,Percent Of Adults,66.4,Summary activity levels: Meets recommendations,All
S08000019,2015-2018,95% Lower Confidence Limit,Percent Of Adults,59.2,Summary activity levels: Meets recommendations,All
S08000019,2015-2018,95% Upper Confidence Limit,Percent Of Adults,58.4,Alcohol consumption: Moderate drinker,All
S08000017,2016-2019,Percent,Percent Of Adults,66,Summary activity levels: Meets recommendations,All
S08000019,2016-2019,95% Lower Confidence Limit,Percent Of Adults,7.3,Self-assessed general health: Bad/Very bad,All
S08000017,2015-2018,Percent,Percent Of Adults,35,Obesity: Obese,All
S08000019,2016-2019,Mean,Units of alcohol,14.9,Alcohol consumption (mean weekly units),All
S08000019,2016-2019,95% Lower Confidence Limit,Percent Of Adults,12.7,General health questionnaire (GHQ-12): Score 4+,All
S08000019,2016-2019,Percent,Percent Of Adults,56,Alcohol consumption: Moderate drinker,All
S08000017,2016-2019,95% Lower Confidence Limit,Percent Of Adults,60.7,Summary activity levels: Meets recommendations,All
S08000019,2016-2019,95% Upper Confidence Limit,Percent Of Adults,59.1,Alcohol consumption: Moderate drinker,All
S08000017,2015-2018,95% Upper Confidence Limit,Percent Of Adults,26.8,Self-assessed general health: Fair,All
S08000019,2015-2018,Percent,Percent Of Adults,55,Alcohol consumption: Moderate drinker,All
S08000019,2016-2019,Percent,Percent Of Adults,37,Life satisfaction: Above the mode (9 to 10-Extremely satisfied),All
S08000019,2016-2019,95% Lower Confidence Limit,Percent Of Adults,34,Life satisfaction: Above the mode (9 to 10-Extremely satisfied),All
S08000019,2015-2018,95% Lower Confidence Limit,Percent Of Adults,50.8,Alcohol consumption: Moderate drinker,All
S08000017,2016-2019,95% Upper Confidence Limit,Percent Of Adults,71.6,Alcohol consumption: Moderate drinker,All
S08000019,2015-2018,Percent,Percent Of Adults,12,Fruit & vegetable consumption: None,All
S08000017,2016-2019,95% Lower Confidence Limit,Percent Of Adults,80.6,Any cardiovascular condition: No cardiovascular condition,All
S08000019,2016-2019,95% Lower Confidence Limit,Percent Of Adults,3.6,Summary activity levels: Low activity,All
S08000017,2015-2018,95% Lower Confidence Limit,Percent Of Adults,18,Self-assessed general health: Fair,All
S08000019,2016-2019,95% Upper Confidence Limit,Percent Of Adults,6.4,Summary activity levels: Low activity,All
S08000017,2016-2019,Percent,Percent Of Adults,22,Self-assessed general health: Fair,All
S08000019,2015-2018,95% Upper Confidence Limit,Percent Of Adults,11.6,Self-assessed general health: Bad/Very bad,All
S08000017,2016-2019,95% Upper Confidence Limit,Percent Of Adults,26.7,Self-assessed general health: Fair,All
S08000019,2015-2018,95% Lower Confidence Limit,Percent Of Adults,78.7,E-cigarette use: Never used,All
S08000017,2015-2018,Percent,Percent Of Adults,26,General health questionnaire (GHQ-12): Score 1-3,All
S08000017,2016-2019,95% Lower Confidence Limit,Percent Of Adults,61.9,Alcohol consumption: Moderate drinker,All
S08000019,2015-2018,95% Lower Confidence Limit,Percent Of Adults,9.6,Summary activity levels: Some activity,All
S08000019,2015-2018,Percent,Percent Of Adults,12,Summary activity levels: Some activity,All
S08000019,2016-2019,Percent,Percent Of Adults,87,"Provide any regular help or care for any sick, disabled or frail person: No",All
S08000017,2015-2018,Percent,Percent Of Adults,22,Self-assessed general health: Fair,All
S08000017,2016-2019,95% Upper Confidence Limit,Percent Of Adults,87.7,Any cardiovascular condition: No cardiovascular condition,All
S08000017,2015-2018,Percent,Percent Of Adults,9,Self-assessed general health: Bad/Very bad,All
S08000019,2016-2019,Percent,Percent Of Adults,31,Obesity: Obese,All
S08000017,2016-2019,95% Lower Confidence Limit,Percent Of Adults,15.9,Fruit & vegetable consumption: 5 portions or more,All
S08000017,2016-2019,95% Upper Confidence Limit,Percent Of Adults,22,Doctor-diagnosed asthma: Yes,All
S08000019,2015-2018,Percent,Percent Of Adults,20,Smoking status: Current smoker,All
S08000017,2016-2019,Percent,Percent Of Adults,18,Doctor-diagnosed asthma: Yes,All
S08000019,2015-2018,95% Lower Confidence Limit,Percent Of Adults,16.6,Smoking status: Current smoker,All
S08000017,2016-2019,Percent,Percent Of Adults,67,Alcohol consumption: Moderate drinker,All
S08000019,2015-2018,95% Upper Confidence Limit,Percent Of Adults,85.6,E-cigarette use: Never used,All
S08000017,2016-2019,95% Upper Confidence Limit,Percent Of Adults,24.5,Fruit & vegetable consumption: 5 portions or more,All
S08000017,2015-2018,95% Upper Confidence Limit,Portions of fruit & vegetables,3.4,Fruit & vegetable consumption (mean daily portions),All
S08000017,2016-2019,95% Lower Confidence Limit,Percent Of Adults,17.9,Self-assessed general health: Fair,All
S08000019,2015-2018,Percent,Percent Of Adults,82,E-cigarette use: Never used,All
S08000019,2016-2019,95% Lower Confidence Limit,Percent Of Adults,27.7,Obesity: Obese,All
S08000017,2016-2019,Percent,Percent Of Adults,20,Fruit & vegetable consumption: 5 portions or more,All
S08000017,2015-2018,Percent,Percent Of Adults,65,Obesity: Not obese,All
S08000019,2016-2019,95% Lower Confidence Limit,Percent Of Adults,46.6,Long-term illness: No long-term illness,All
S08000017,2016-2019,95% Lower Confidence Limit,Percent Of Adults,27.5,Obesity: Obese,All
S08000019,2016-2019,95% Upper Confidence Limit,Percent Of Adults,53.5,Long-term illness: No long-term illness,All
S08000017,2015-2018,95% Upper Confidence Limit,Percent Of Adults,61.3,Long-term illness: No long-term illness,All
S08000019,2016-2019,Percent,Percent Of Adults,11,Fruit & vegetable consumption: None,All
S08000017,2016-2019,Mean,Units of alcohol,9.6,Alcohol consumption (mean weekly units),All
S08000019,2016-2019,95% Upper Confidence Limit,Percent Of Adults,17.7,Any cardiovascular condition: Has a cardiovascular condition,All
S08000017,2015-2018,95% Upper Confidence Limit,Percent Of Adults,24.8,Smoking status: Current smoker,All
S08000017,2015-2018,95% Upper Confidence Limit,Percent Of Adults,4.4,Summary activity levels: Low activity,All
S08000017,2015-2018,Percent,Percent Of Adults,3,Summary activity levels: Low activity,All
S08000019,2016-2019,Percent,Percent Of Adults,50,Long-term illness: No long-term illness,All
S08000017,2015-2018,95% Lower Confidence Limit,Percent Of Adults,29.1,Obesity: Obese,All
S08000019,2016-2019,95% Lower Confidence Limit,Percent Of Adults,12.9,Any cardiovascular condition: Has a cardiovascular condition,All
S08000019,2015-2018,95% Lower Confidence Limit,Percent Of Adults,12.6,Alcohol consumption: Non-drinker,All
S08000017,2015-2018,95% Upper Confidence Limit,Percent Of Adults,70.9,Obesity: Not obese,All
S08000017,2016-2019,95% Lower Confidence Limit,Percent Of Adults,36.3,Life satisfaction: Above the mode (9 to 10-Extremely satisfied),All
S08000017,2015-2018,95% Lower Confidence Limit,Percent Of Adults,59.4,Obesity: Not obese,All
S08000017,2016-2019,Percent,Percent Of Adults,84,Any cardiovascular condition: No cardiovascular condition,All
S08000017,2015-2018,Percent,Percent Of Adults,61,General health questionnaire (GHQ-12): Score 0,All
S08000019,2016-2019,95% Upper Confidence Limit,Percent Of Adults,36.2,Life satisfaction: Below the mode (0-Extremely dissatisfied to 7),All
S08000019,2016-2019,Percent,Percent Of Adults,65,Overweight: Overweight (including obese),All
S08000017,2015-2018,95% Lower Confidence Limit,Percent Of Adults,55.4,General health questionnaire (GHQ-12): Score 0,All
S08000017,2015-2018,95% Lower Confidence Limit,Portions of fruit & vegetables,2.9,Fruit & vegetable consumption (mean daily portions),All
S08000017,2016-2019,Percent,Percent Of Adults,33,Obesity: Obese,All
S08000017,2015-2018,Mean,Portions of fruit & vegetables,3.1,Fruit & vegetable consumption (mean daily portions),All
S08000019,2016-2019,95% Upper Confidence Limit,Percent Of Adults,13.8,Fruit & vegetable consumption: None,All
S08000019,2015-2018,95% Lower Confidence Limit,Percent Of Adults,16.8,Summary activity levels: Very low activity,All
S08000019,2015-2018,95% Upper Confidence Limit,Percent Of Adults,17.7,Alcohol consumption: Non-drinker,All
S08000019,2016-2019,95% Lower Confidence Limit,Percent Of Adults,9.1,Fruit & vegetable consumption: None,All
S08000019,2016-2019,95% Upper Confidence Limit,Percent Of Adults,9.4,E-cigarette use: Currently using,All
S08000017,2016-2019,95% Upper Confidence Limit,Percent Of Adults,38.7,Obesity: Obese,All
S08000019,2016-2019,95% Upper Confidence Limit,Percent Of Adults,19.2,Alcohol consumption: Non-drinker,All
S08000019,2016-2019,Percent,Percent Of Adults,82,E-cigarette use: Never used,All
S08000017,2015-2018,Percent,Percent Of Adults,80,E-cigarette use: Never used,All
S08000019,2016-2019,95% Upper Confidence Limit,Percent Of Adults,85,E-cigarette use: Never used,All
S08000017,2016-2019,95% Lower Confidence Limit,Percent Of Adults,8.4,Summary activity levels: Some activity,All
S08000019,2016-2019,Percent,Percent Of Adults,17,Alcohol consumption: Non-drinker,All
S08000019,2016-2019,95% Lower Confidence Limit,Percent Of Adults,79.6,E-cigarette use: Never used,All
S08000017,2015-2018,95% Upper Confidence Limit,Percent Of Adults,40.6,Obesity: Obese,All
S08000019,2016-2019,Percent,Percent Of Adults,9,Self-assessed general health: Bad/Very bad,All
S08000019,2016-2019,95% Upper Confidence Limit,Percent Of Adults,17.8,General health questionnaire (GHQ-12): Score 4+,All
S08000019,2015-2018,Percent,Percent Of Adults,63,Summary activity levels: Meets recommendations,All
S08000019,2016-2019,Percent,Percent Of Adults,15,General health questionnaire (GHQ-12): Score 4+,All
S08000019,2016-2019,95% Upper Confidence Limit,Percent Of Adults,11,Self-assessed general health: Bad/Very bad,All
S08000017,2016-2019,Percent,Percent Of Adults,7,E-cigarette use: Currently using,All
S08000019,2016-2019,95% Lower Confidence Limit,Percent Of Adults,14.3,Alcohol consumption: Non-drinker,All
S08000017,2015-2018,95% Upper Confidence Limit,Percent Of Adults,85.3,E-cigarette use: Never used,All
S08000017,2016-2019,Percent,Percent Of Adults,41,Life satisfaction: Above the mode (9 to 10-Extremely satisfied),All
S08000017,2015-2018,Percent,Percent Of Adults,9,Summary activity levels: Some activity,All
S08000017,2015-2018,95% Upper Confidence Limit,Percent Of Adults,73,Self-assessed general health: Very good/Good,All
S08000019,2016-2019,95% Lower Confidence Limit,Percent Of Adults,5.7,E-cigarette use: Currently using,All
S08000019,2016-2019,Percent,Percent Of Adults,85,Any cardiovascular condition: No cardiovascular condition,All
S08000019,2015-2018,Percent,Percent Of Adults,14,General health questionnaire (GHQ-12): Score 4+,All
S08000017,2016-2019,95% Upper Confidence Limit,Percent Of Adults,9.1,E-cigarette use: Currently using,All
S08000019,2016-2019,Percent,Percent Of Adults,8,E-cigarette use: Currently using,All
S08000019,2015-2018,Percent,Percent Of Adults,20,Summary activity levels: Very low activity,All
S08000017,2016-2019,95% Lower Confidence Limit,Percent Of Adults,4,E-cigarette use: Currently using,All
S08000017,2016-2019,95% Upper Confidence Limit,Percent Of Adults,70.4,Summary activity levels: Meets recommendations,All
S08000020,2015-2018,95% Upper Confidence Limit,Percent Of Adults,21.2,Fruit & vegetable consumption: 5 portions or more,All
S08000016,2015-2018,Percent,Percent Of Adults,7,Fruit & vegetable consumption: None,All
S08000015,2016-2019,95% Lower Confidence Limit,Percent Of Adults,42.1,Long-term illness: No long-term illness,All
S08000020,2015-2018,Percent,Percent Of Adults,19,Fruit & vegetable consumption: 5 portions or more,All
S08000020,2016-2019,95% Upper Confidence Limit,Percent Of Adults,16.2,General health questionnaire (GHQ-12): Score 4+,All
