"indicator","area_name","area_code","area_type","year","period","numerator","measure","lower_confidence_interval","upper_confidence_interval","definition","data_source"
"Life satisfaction score, females","Fife","S12000047","Council area",2015,"4-year aggregate (2013 - 2016)",NA,7.74,7.63,7.86,"Mean","Scottish Health Survey"
"Life satisfaction score, females","City of Edinburgh","S12000036","Council area",2015,"4-year aggregate (2013 - 2016)",NA,7.76,7.6,7.93,"Mean","Scottish Health Survey"
"Life satisfaction score, females","East Ayrshire","S12000008","Council area",2015,"4-year aggregate (2013 - 2016)",NA,7.77,7.59,7.95,"Mean","Scottish Health Survey"
"Life satisfaction score, females","Dumfries & Galloway","S12000006","Council area",2015,"4-year aggregate (2013 - 2016)",NA,7.93,7.72,8.14,"Mean","Scottish Health Survey"
"Life satisfaction score, females","Aberdeenshire","S12000034","Council area",2015,"4-year aggregate (2013 - 2016)",NA,8.09,7.96,8.23,"Mean","Scottish Health Survey"
"Life satisfaction score, females","Aberdeen City","S12000033","Council area",2015,"4-year aggregate (2013 - 2016)",NA,7.8,7.66,7.94,"Mean","Scottish Health Survey"
"Life satisfaction score, females","Scotland","S00000001","Scotland",2015,"4-year aggregate (2013 - 2016)",NA,7.73,7.69,7.78,"Mean","Scottish Health Survey"
"Life satisfaction score, females","Scotland","S00000001","Scotland",2014,"4-year aggregate (2012 - 2015)",NA,7.71,7.66,7.75,"Mean","Scottish Health Survey"
"Life satisfaction score, females","Aberdeen City","S12000033","Council area",2014,"4-year aggregate (2012 - 2015)",NA,7.86,7.71,8.01,"Mean","Scottish Health Survey"
"Life satisfaction score, females","Aberdeenshire","S12000034","Council area",2014,"4-year aggregate (2012 - 2015)",NA,8.07,7.93,8.21,"Mean","Scottish Health Survey"
"Life satisfaction score, females","City of Edinburgh","S12000036","Council area",2014,"4-year aggregate (2012 - 2015)",NA,7.56,7.37,7.75,"Mean","Scottish Health Survey"
"Life satisfaction score, females","Dumfries & Galloway","S12000006","Council area",2014,"4-year aggregate (2012 - 2015)",NA,7.83,7.63,8.02,"Mean","Scottish Health Survey"
"Life satisfaction score, females","East Ayrshire","S12000008","Council area",2014,"4-year aggregate (2012 - 2015)",NA,7.58,7.35,7.8,"Mean","Scottish Health Survey"
"Life satisfaction score, females","Fife","S12000047","Council area",2014,"4-year aggregate (2012 - 2015)",NA,7.71,7.59,7.84,"Mean","Scottish Health Survey"
"Life satisfaction score, females","Glasgow City","S12000049","Council area",2014,"4-year aggregate (2012 - 2015)",NA,7.21,7.07,7.35,"Mean","Scottish Health Survey"
"Life satisfaction score, females","Highland","S12000017","Council area",2014,"4-year aggregate (2012 - 2015)",NA,8.12,7.95,8.29,"Mean","Scottish Health Survey"
"Life satisfaction score, females","Na h-Eileanan Siar","S12000013","Council area",2014,"4-year aggregate (2012 - 2015)",NA,8.13,7.94,8.32,"Mean","Scottish Health Survey"
"Life satisfaction score, females","North Ayrshire","S12000021","Council area",2014,"4-year aggregate (2012 - 2015)",NA,7.67,7.45,7.89,"Mean","Scottish Health Survey"
"Life satisfaction score, females","North Lanarkshire","S12000050","Council area",2014,"4-year aggregate (2012 - 2015)",NA,7.59,7.39,7.8,"Mean","Scottish Health Survey"
"Life satisfaction score, females","Orkney Islands","S12000023","Council area",2014,"4-year aggregate (2012 - 2015)",NA,8.05,7.85,8.25,"Mean","Scottish Health Survey"
"Life satisfaction score, females","Scottish Borders","S12000026","Council area",2014,"4-year aggregate (2012 - 2015)",NA,7.87,7.69,8.05,"Mean","Scottish Health Survey"
"Life satisfaction score, females","Shetland Islands","S12000027","Council area",2014,"4-year aggregate (2012 - 2015)",NA,7.95,7.68,8.23,"Mean","Scottish Health Survey"
"Life satisfaction score, females","South Ayrshire","S12000028","Council area",2014,"4-year aggregate (2012 - 2015)",NA,7.84,7.59,8.09,"Mean","Scottish Health Survey"
"Life satisfaction score, females","South Lanarkshire","S12000029","Council area",2014,"4-year aggregate (2012 - 2015)",NA,7.87,7.69,8.05,"Mean","Scottish Health Survey"
"Life satisfaction score, females","Fife","S12000047","Council area",2016,"4-year aggregate (2014 - 2017)",NA,7.85,7.72,7.97,"Mean","Scottish Health Survey"
"Life satisfaction score, females","Aberdeenshire","S12000034","Council area",2016,"4-year aggregate (2014 - 2017)",NA,8.15,8.01,8.29,"Mean","Scottish Health Survey"
"Life satisfaction score, females","Orkney Islands","S12000023","Council area",2016,"4-year aggregate (2014 - 2017)",NA,7.99,7.76,8.23,"Mean","Scottish Health Survey"
"Life satisfaction score, females","Aberdeen City","S12000033","Council area",2016,"4-year aggregate (2014 - 2017)",NA,7.8,7.64,7.95,"Mean","Scottish Health Survey"
"Life satisfaction score, females","Scottish Borders","S12000026","Council area",2016,"4-year aggregate (2014 - 2017)",NA,7.76,7.48,8.04,"Mean","Scottish Health Survey"
"Life satisfaction score, females","North Lanarkshire","S12000050","Council area",2016,"4-year aggregate (2014 - 2017)",NA,7.67,7.49,7.86,"Mean","Scottish Health Survey"
"Life satisfaction score, females","South Ayrshire","S12000028","Council area",2016,"4-year aggregate (2014 - 2017)",NA,7.84,7.62,8.05,"Mean","Scottish Health Survey"
"Life satisfaction score, females","South Lanarkshire","S12000029","Council area",2016,"4-year aggregate (2014 - 2017)",NA,7.73,7.54,7.92,"Mean","Scottish Health Survey"
"Life satisfaction score, females","Glasgow City","S12000049","Council area",2016,"4-year aggregate (2014 - 2017)",NA,7.32,7.17,7.47,"Mean","Scottish Health Survey"
"Life satisfaction score, females","Na h-Eileanan Siar","S12000013","Council area",2016,"4-year aggregate (2014 - 2017)",NA,8.16,7.96,8.35,"Mean","Scottish Health Survey"
"Life satisfaction score, females","Scotland","S00000001","Scotland",2016,"4-year aggregate (2014 - 2017)",NA,7.77,7.72,7.81,"Mean","Scottish Health Survey"
"Life satisfaction score, females","East Ayrshire","S12000008","Council area",2016,"4-year aggregate (2014 - 2017)",NA,7.79,7.59,8,"Mean","Scottish Health Survey"
"Life satisfaction score, females","North Ayrshire","S12000021","Council area",2016,"4-year aggregate (2014 - 2017)",NA,7.7,7.5,7.9,"Mean","Scottish Health Survey"
"Life satisfaction score, females","City of Edinburgh","S12000036","Council area",2016,"4-year aggregate (2014 - 2017)",NA,7.87,7.71,8.02,"Mean","Scottish Health Survey"
"Life satisfaction score, females","Moray","S12000020","Council area",2016,"4-year aggregate (2014 - 2017)",NA,8,7.72,8.27,"Mean","Scottish Health Survey"
"Life satisfaction score, females","Shetland Islands","S12000027","Council area",2016,"4-year aggregate (2014 - 2017)",NA,7.99,7.73,8.25,"Mean","Scottish Health Survey"
"Life satisfaction score, females","Highland","S12000017","Council area",2016,"4-year aggregate (2014 - 2017)",NA,8.19,8,8.38,"Mean","Scottish Health Survey"
"Life satisfaction score, females","Dumfries & Galloway","S12000006","Council area",2016,"4-year aggregate (2014 - 2017)",NA,7.97,7.76,8.18,"Mean","Scottish Health Survey"
"Mental wellbeing score, females","South Lanarkshire","S12000029","Council area",2016,"4-year aggregate (2014 - 2017)",NA,49.79,48.72,50.86,"Mean","Scottish Health Survey"
"Mental wellbeing score, females","Scotland","S00000001","Scotland",2016,"4-year aggregate (2014 - 2017)",NA,49.86,49.63,50.08,"Mean","Scottish Health Survey"
"Mental wellbeing score, females","Shetland Islands","S12000027","Council area",2016,"4-year aggregate (2014 - 2017)",NA,51.06,49.89,52.23,"Mean","Scottish Health Survey"
"Mental wellbeing score, females","Scottish Borders","S12000026","Council area",2016,"4-year aggregate (2014 - 2017)",NA,50.77,49.59,51.96,"Mean","Scottish Health Survey"
"Mental wellbeing score, females","Orkney Islands","S12000023","Council area",2016,"4-year aggregate (2014 - 2017)",NA,50.64,49.39,51.88,"Mean","Scottish Health Survey"
"Mental wellbeing score, females","North Lanarkshire","S12000050","Council area",2016,"4-year aggregate (2014 - 2017)",NA,49.8,48.88,50.72,"Mean","Scottish Health Survey"
"Mental wellbeing score, females","North Ayrshire","S12000021","Council area",2016,"4-year aggregate (2014 - 2017)",NA,47.72,46.57,48.87,"Mean","Scottish Health Survey"
"Mental wellbeing score, females","Highland","S12000017","Council area",2016,"4-year aggregate (2014 - 2017)",NA,51.33,50.37,52.3,"Mean","Scottish Health Survey"
"Mental wellbeing score, females","Glasgow City","S12000049","Council area",2016,"4-year aggregate (2014 - 2017)",NA,48.3,47.55,49.06,"Mean","Scottish Health Survey"
"Mental wellbeing score, females","Fife","S12000047","Council area",2016,"4-year aggregate (2014 - 2017)",NA,49.75,49.2,50.3,"Mean","Scottish Health Survey"
"Mental wellbeing score, females","Na h-Eileanan Siar","S12000013","Council area",2016,"4-year aggregate (2014 - 2017)",NA,51.02,49.91,52.13,"Mean","Scottish Health Survey"
"Mental wellbeing score, females","City of Edinburgh","S12000036","Council area",2016,"4-year aggregate (2014 - 2017)",NA,51.01,50.27,51.76,"Mean","Scottish Health Survey"
"Mental wellbeing score, females","East Ayrshire","S12000008","Council area",2016,"4-year aggregate (2014 - 2017)",NA,48.62,47.72,49.52,"Mean","Scottish Health Survey"
"Mental wellbeing score, females","Dumfries & Galloway","S12000006","Council area",2016,"4-year aggregate (2014 - 2017)",NA,48.51,46.81,50.21,"Mean","Scottish Health Survey"
"Mental wellbeing score, females","Aberdeenshire","S12000034","Council area",2016,"4-year aggregate (2014 - 2017)",NA,51.25,50.29,52.21,"Mean","Scottish Health Survey"
"Mental wellbeing score, females","Aberdeen City","S12000033","Council area",2016,"4-year aggregate (2014 - 2017)",NA,50.46,49.64,51.28,"Mean","Scottish Health Survey"
"Mental wellbeing score, females","South Ayrshire","S12000028","Council area",2016,"4-year aggregate (2014 - 2017)",NA,50.15,49.13,51.17,"Mean","Scottish Health Survey"
"Mental wellbeing score, females","South Lanarkshire","S12000029","Council area",2014,"4-year aggregate (2012 - 2015)",NA,50.62,49.83,51.4,"Mean","Scottish Health Survey"
"Mental wellbeing score, females","Scotland","S00000001","Scotland",2014,"4-year aggregate (2012 - 2015)",NA,49.76,49.54,49.97,"Mean","Scottish Health Survey"
"Mental wellbeing score, females","Aberdeen City","S12000033","Council area",2014,"4-year aggregate (2012 - 2015)",NA,50.42,49.67,51.17,"Mean","Scottish Health Survey"
"Mental wellbeing score, females","Aberdeenshire","S12000034","Council area",2014,"4-year aggregate (2012 - 2015)",NA,50.71,49.91,51.51,"Mean","Scottish Health Survey"
"Mental wellbeing score, females","City of Edinburgh","S12000036","Council area",2014,"4-year aggregate (2012 - 2015)",NA,50.74,49.95,51.53,"Mean","Scottish Health Survey"
"Mental wellbeing score, females","Dumfries & Galloway","S12000006","Council area",2014,"4-year aggregate (2012 - 2015)",NA,48.28,46.92,49.64,"Mean","Scottish Health Survey"
"Mental wellbeing score, females","East Ayrshire","S12000008","Council area",2014,"4-year aggregate (2012 - 2015)",NA,48.47,47.33,49.61,"Mean","Scottish Health Survey"
"Mental wellbeing score, females","Fife","S12000047","Council area",2014,"4-year aggregate (2012 - 2015)",NA,49.27,48.69,49.85,"Mean","Scottish Health Survey"
"Mental wellbeing score, females","Glasgow City","S12000049","Council area",2014,"4-year aggregate (2012 - 2015)",NA,47.75,47,48.51,"Mean","Scottish Health Survey"
"Mental wellbeing score, females","Highland","S12000017","Council area",2014,"4-year aggregate (2012 - 2015)",NA,51.22,50.42,52.03,"Mean","Scottish Health Survey"
"Mental wellbeing score, females","Na h-Eileanan Siar","S12000013","Council area",2014,"4-year aggregate (2012 - 2015)",NA,50.93,50.05,51.81,"Mean","Scottish Health Survey"
"Mental wellbeing score, females","North Ayrshire","S12000021","Council area",2014,"4-year aggregate (2012 - 2015)",NA,48.38,47.3,49.47,"Mean","Scottish Health Survey"
"Mental wellbeing score, females","North Lanarkshire","S12000050","Council area",2014,"4-year aggregate (2012 - 2015)",NA,49.37,48.36,50.38,"Mean","Scottish Health Survey"
"Mental wellbeing score, females","Orkney Islands","S12000023","Council area",2014,"4-year aggregate (2012 - 2015)",NA,51.11,49.94,52.28,"Mean","Scottish Health Survey"
"Mental wellbeing score, females","Scottish Borders","S12000026","Council area",2014,"4-year aggregate (2012 - 2015)",NA,51,49.76,52.23,"Mean","Scottish Health Survey"
"Mental wellbeing score, females","Shetland Islands","S12000027","Council area",2014,"4-year aggregate (2012 - 2015)",NA,50.97,49.52,52.42,"Mean","Scottish Health Survey"
"Mental wellbeing score, females","South Ayrshire","S12000028","Council area",2014,"4-year aggregate (2012 - 2015)",NA,49.25,48.16,50.34,"Mean","Scottish Health Survey"
"Mental wellbeing score, females","Na h-Eileanan Siar","S12000013","Council area",2015,"4-year aggregate (2013 - 2016)",NA,51.06,50.05,52.06,"Mean","Scottish Health Survey"
"Mental wellbeing score, females","East Ayrshire","S12000008","Council area",2015,"4-year aggregate (2013 - 2016)",NA,49.02,48.09,49.96,"Mean","Scottish Health Survey"
"Mental wellbeing score, females","Highland","S12000017","Council area",2015,"4-year aggregate (2013 - 2016)",NA,51.35,50.42,52.27,"Mean","Scottish Health Survey"
"Mental wellbeing score, females","City of Edinburgh","S12000036","Council area",2015,"4-year aggregate (2013 - 2016)",NA,50.95,50.21,51.69,"Mean","Scottish Health Survey"
"Mental wellbeing score, females","Aberdeenshire","S12000034","Council area",2015,"4-year aggregate (2013 - 2016)",NA,50.85,50.02,51.68,"Mean","Scottish Health Survey"
"Mental wellbeing score, females","Dumfries & Galloway","S12000006","Council area",2015,"4-year aggregate (2013 - 2016)",NA,48.26,46.73,49.79,"Mean","Scottish Health Survey"
"Mental wellbeing score, females","North Lanarkshire","S12000050","Council area",2015,"4-year aggregate (2013 - 2016)",NA,49.89,48.99,50.79,"Mean","Scottish Health Survey"
"Mental wellbeing score, females","Fife","S12000047","Council area",2015,"4-year aggregate (2013 - 2016)",NA,49.57,49.05,50.09,"Mean","Scottish Health Survey"
"Mental wellbeing score, females","Aberdeen City","S12000033","Council area",2015,"4-year aggregate (2013 - 2016)",NA,50.61,49.83,51.39,"Mean","Scottish Health Survey"
"Mental wellbeing score, females","North Ayrshire","S12000021","Council area",2015,"4-year aggregate (2013 - 2016)",NA,48.12,47.08,49.16,"Mean","Scottish Health Survey"
"Mental wellbeing score, females","Scottish Borders","S12000026","Council area",2015,"4-year aggregate (2013 - 2016)",NA,50.99,49.73,52.26,"Mean","Scottish Health Survey"
